STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
47409099999,ABASHIRI,1952-12-31,2024-01-06,null,JA,44.0166666,144.2833333,43.5
47668099999,AJIRO,1952-12-31,2024-01-06,null,JA,35.05,139.1,67.9
47730099999,AKENO (JASDF),1973-01-03,1997-12-26,null,JA,34.5333333,136.6833333,9
47545099999,AKITA,1973-01-01,2024-01-06,null,JA,39.615556,140.218611,95.4
47582099999,AKITA,1952-12-31,2024-01-06,null,JA,39.7166666,140.1,21.8
47823099999,AKUNE,1952-12-31,2024-01-06,null,JA,32.0333333,130.2,42.2
47674199999,AMAKUSA,2004-07-06,2024-01-06,null,JA,32.482503,130.158869,103.63
47575099999,AOMORI,1973-01-01,2024-01-06,null,JA,40.8166666,140.7666666,4.06
47542099999,AOMORI,1973-01-01,2024-01-06,null,JA,40.734722,140.690833,202.38
47476099999,ASAHIKAWA,1973-01-01,2024-01-06,null,JA,43.670833,142.4475,219.76
47477099999,ASAHIKAWA,1973-01-03,2024-01-05,null,JA,43.795181,142.363136,114.9
47407099999,ASAHIKAWA,1952-12-31,2024-01-06,null,JA,43.75,142.3666666,140
47803099999,ASHIYA,1945-12-31,2024-01-06,null,JA,33.883083,130.653,29.87
47821099999,ASOSAN,1952-12-31,1997-12-31,null,JA,32.8833333,131.0666666,1144.4
69531499999,ATSUGI (NPMOD),2000-03-15,2004-06-06,null,JA,35.45,139.45,63
47679499999,ATSUGI (NWSED),1979-12-09,1980-02-12,null,JA,35.45,139.467,61
47679099999,ATSUGI NAS,1945-09-02,1997-12-31,null,JA,35.45,139.45,65
47679043319,ATSUGI US NAVAL AIR STATION,2005-01-01,2024-01-06,null,JA,35.454611,139.450167,62.48
99999943316,BRADY,1950-09-16,1955-06-05,null,JA,33.633,130.5,14
47682099999,CHIBA,1973-01-01,2024-01-06,null,JA,35.6,140.1,6.06
47641099999,CHICHIBU,1952-12-31,2024-01-06,null,JA,35.9833333,139.0666666,233.7
47434099999,CHITOSE,1988-09-01,2024-01-06,null,JA,42.794475,141.666447,26.51
47683099999,CHOFU AIRPORT,1954-12-14,2024-01-06,null,JA,35.6666667,139.5333333,44
69146499999,DRAUGHON RANGE,1955-03-10,1997-12-31,null,JA,40.8686411,141.377777,5.18
47312099999,ENA-IN-CHUBU,2001-11-09,2002-09-09,null,JA,35.45,137.4,315
47428099999,ESASHI,1952-12-31,2024-01-06,null,JA,41.8666666,140.1166666,12.13
47721099999,FUJI (JASDF),1973-01-03,1997-12-26,null,JA,35.3166667,138.8666667,683
47639099999,FUJISAN,1952-12-31,2024-01-06,null,JA,35.3666666,138.7333333,3777.5
47844099999,FUKUE,1973-01-01,2024-01-06,null,JA,32.666269,128.832808,83.21
47843099999,FUKUE,1962-04-30,2024-01-06,null,JA,32.7,128.8333333,26.9
47616099999,FUKUI,1973-01-01,2024-01-06,null,JA,36.05,136.2166666,17.42
47706099999,FUKUI,1973-01-01,1997-12-31,null,JA,36.142847,136.223922,5.79
47808099999,FUKUOKA,1946-09-06,2024-01-06,null,JA,33.585942,130.450686,9.75
47807099999,FUKUOKA,1952-12-31,2024-01-06,null,JA,33.5833333,130.3833333,15.03
47806099999,FUKUOKA/SEFURISAN,1979-11-03,2005-10-20,null,JA,33.4333333,130.35,960
47595099999,FUKUSHIMA,1973-01-01,2024-01-06,null,JA,37.7666666,140.4666666,69.25
47557099999,FUKUSHIMA,1995-08-26,2024-01-06,null,JA,37.227431,140.430678,372.16
47595499999,FUKUSHIMA ARPT,1993-04-08,1995-09-07,null,JA,37.233,140.433,375
47767099999,FUKUYAMA,1952-12-31,2024-01-06,null,JA,34.45,133.25,3.6
47213099999,FURANO-ON-HOKKAIDO,1973-01-01,1978-04-22,null,JA,43.333,142.4,174
47606099999,FUSHIKI,1973-01-01,2024-01-06,null,JA,36.8,137.05,13.1
99999943313,FUSSA,1948-12-31,1968-03-31,null,JA,35.75,139.35,139
99999942215,FUTENMA,1960-06-30,1972-12-31,null,US,26.267,127.75,84.1
47634099999,GIFU,1973-01-01,2024-01-06,null,JA,35.394078,136.869667,39.01
47632099999,GIFU,1952-12-31,2024-01-06,null,JA,35.4,136.7666666,17
47581099999,HACHINOHE,1973-01-01,2024-01-06,null,JA,40.5333333,141.5166666,28.54
47515099999,HACHINOHE,1973-01-01,2024-01-06,null,JA,40.556447,141.466325,46.32
47754099999,HAGI,1952-12-31,2024-01-06,null,JA,34.4166666,131.4,3.7
47308099999,HAGIWARA-IN-CHUBU,2002-01-04,2004-06-08,null,JA,35.867,137.217,431
47488099999,HAKODATE,1973-01-01,2024-01-06,null,JA,41.77,140.821944,46.02
47430099999,HAKODATE,1952-12-31,2024-01-06,null,JA,41.8166666,140.75,43.9
47432099999,HAKODATE/YOKOTSUDAKE,1999-01-27,1999-11-24,null,JA,41.9333333,140.7833333,1111
47755099999,HAMADA,1952-12-31,2024-01-06,null,JA,34.9,132.0666666,20.9
47654099999,HAMAMATSU,1952-12-31,2024-01-06,null,JA,34.75,137.7166666,47.69
47681099999,HAMAMATSU,1973-01-01,2024-01-06,null,JA,34.750239,137.703083,45.72
99999942216,HAMBY AAF,1963-08-25,1968-03-31,null,JA,26.3,127.767,4.9
47935099999,HAMBY AAF/BUCKNER,1963-08-25,2005-03-13,null,JA,26.3,127.767,6
69606499999,HANAMAKI,1984-05-22,1997-04-15,null,JA,39.433,141.133,91
47549099999,HANAMAKI,1973-01-01,2024-01-06,null,JA,39.428611,141.135278,90.52
47761099999,HIKONE,1952-12-31,2024-01-06,null,JA,35.2833333,136.25,92.8
47769099999,HIMEJI,1952-12-31,2024-01-06,null,JA,34.8333333,134.6666666,39.7
47440099999,HIROO,1973-01-01,2024-01-06,null,JA,42.3,143.3166666,34.2
47231099999,HIROSAKI-IN-TOHOKU,1974-05-03,2002-04-26,null,JA,40.617,140.467,30
47789099999,HIROSHIMA,1973-01-01,2024-01-06,null,JA,34.436111,132.919444,331.62
47765099999,HIROSHIMA,1952-12-31,2024-01-06,null,JA,34.4,132.4666666,54
47792099999,HIROSHIMA/HAIGAMINE,1978-09-20,1999-01-30,null,JA,34.2666666,132.6,734
47789599999,HIROSHIMANISHI,1994-08-19,1997-12-31,null,JA,34.366944,132.413889,4.57
47814099999,HITA,1952-12-31,2024-01-06,null,JA,33.3166666,130.9333333,84.4
47824099999,HITOYOSHI,1952-12-31,2024-01-06,null,JA,32.2166666,130.75,147.7
47788099999,HOFU,1948-10-25,2024-01-06,null,JA,34.034667,131.549194,2.13
47715099999,HYAKURI,1973-01-01,2024-01-06,null,JA,36.181083,140.415444,32
47751099999,IBUKIYAMA MTN (AUT),1952-12-31,1997-10-05,null,JA,35.417,136.417,1377
47671399999,ICHIGAYA,1990-07-25,2024-01-05,null,JA,35.68,139.72,31
47999599999,ICHIKAWA          &,1976-12-22,1990-07-09,null,JA,35.683,139.733,31
47259099999,ICHINOSEKI,1974-05-03,2002-06-01,null,JA,38.917,141.133,68
47637099999,IIDA,1952-12-31,2024-01-06,null,JA,35.5166666,137.8166666,528.9
47809099999,IIZUKA,1952-12-31,2024-01-06,null,JA,33.65,130.7,37.9
47290099999,IKARI,2002-01-24,2002-01-24,null,JA,36.9,139.7,512
47353099999,IKOMAYANA,1980-07-06,1984-04-10,null,JA,34.667,135.667,633
47666099999,IROZAKI,1952-12-31,2024-01-06,null,JA,34.6,138.85,53.2
99999943309,IRUMA,1948-12-31,1960-12-31,null,JA,35.833,139.417,93.9
47643099999,IRUMA,1946-09-30,2024-01-06,null,JA,35.841944,139.410556,89.91
47205099999,ISHIKARINUMATA,1973-01-01,2002-06-02,null,JA,43.8,141.95,63
47592099999,ISHINOMAKI,1973-01-01,2024-01-06,null,JA,38.4333333,141.3,42.92
99999943324,IWAKUNI,1952-10-31,1972-12-31,null,JA,34.15,132.233,3
99999943322,IWAKUNI,1952-10-31,1954-09-15,null,JA,34.15,132.233,3
47764043324,IWAKUNI,1973-01-01,1997-12-31,null,JA,34.15,132.233,3
47764199999,IWAKUNI MCAS,2004-07-13,2004-12-31,null,JA,34.15,132.233,2
47783099999,IWAMI,1994-07-19,2024-01-06,null,JA,34.676389,131.790278,56.08
47413099999,IWAMIZAWA,1952-12-31,2024-01-06,null,JA,43.2166666,141.7833333,51.5
47790099999,IZUMO,1973-01-01,2024-01-06,null,JA,35.413611,132.89,4.57
47931042204,KADENA AB,1999-01-01,2024-01-06,null,JA,26.35,127.767,48
47931099999,KADENA AB,1946-01-01,1997-12-31,null,JA,26.355612,127.767633,43.58
99999942204,KADENA AB,1948-12-31,1968-03-31,null,JA,26.35,127.767,43
74933199999,KADENA NORTHWEST,1951-05-31,1954-02-23,null,JA,26.383,127.75,76
74933099999,KADENA SOUTHEAST,1945-04-30,1946-01-20,null,JA,26.333,127.783,75
47851099999,KAGOSHIMA,1973-01-01,2024-01-06,null,JA,31.803397,130.719408,276.14
47628099999,KAKIOKA,1980-04-02,2002-12-21,null,JA,36.2333333,140.1833333,34
47605099999,KANAZAWA,1973-01-01,2024-01-06,null,JA,36.5833333,136.6333333,33.7
47850099999,KANOYA,1945-09-18,2024-01-06,null,JA,31.367608,130.845456,65.22
47833099999,KANOYA,2001-07-10,2002-06-02,null,JA,31.4166666,130.8833333,105
47622099999,KARUIZAWA,1973-01-01,2024-01-06,null,JA,36.35,138.55,1004.8
