STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
71891799999,108 MILE HOUSE,1992-08-07,1995-04-14,null,CA,51.733,-121.333,953
71891799999,108 MILE HOUSE,1992-08-07,1995-04-14,null,CA,51.733,-121.333,953
99726899999,9076070 - S.W. PIER  MI,2004-11-22,2024-01-06,null,US,46.5,-84.37,185.7
71108099999,ABBOTSFORD,1955-07-02,2024-01-06,null,CA,49.025278,-122.363333,59.43
74108099999,ABBOTSFORD AIRPORT,1957-01-01,1977-06-30,null,CA,49.017,-122.367,58
71285099999,ABEE AGDM  ALTA,2004-08-24,2024-01-06,null,CA,54.2833333,-112.9666666,664
71048099999,ACADIA VALLEY,1995-04-23,2024-01-06,null,CA,51.05,-110.3166666,735
74113099999,AGASSIZ (AUTO),1973-01-01,1977-06-30,null,CA,50.15,-122.95,668
71113099999,AGASSIZ CS,1977-07-04,2024-01-06,null,CA,49.25,-121.7666666,19
71957599999,AKLAVIK,1978-12-05,2024-01-06,null,CA,68.223333,-135.005833,6.4
71005099999,ALBERT HALL AGCM,2007-11-24,2024-01-06,null,CA,53.1,-111.1666666,658
74110099999,ALERT BAY,1973-01-01,1977-06-30,null,CA,50.583,-126.933,50
71393199999,ALEXANDRIA,2005-01-01,2006-05-24,null,CA,45.317,-74.6,77
99849299999,ALGONAC,2012-01-18,2024-01-06,MI,US,42.621,-82.527,179.2
71581099999,ALGONQUIN PARK EAST GATE,2005-02-01,2024-01-06,null,CA,45.5333333,-78.2666666,397
71006099999,ALLIANCE AGCM,2007-11-24,2024-01-06,null,CA,52.3,-111.7666666,737
71410999999,AMHERST,2005-01-01,2005-05-04,null,CA,45.85,-64.267,23
74390599999,AMHERST MET ST,1976-10-23,1977-02-17,null,CA,45.833,-64.2,0
71386099999,AMQUI  QUE,2001-09-16,2019-07-08,null,CA,48.4666666,-67.4333333,166
71286099999,ANDREW AGDM  ALTA,2004-08-24,2024-01-06,null,CA,53.9166666,-112.2666666,625
71918199999,ARCTIC BAY        &,1940-01-01,1963-07-31,null,CA,73.033,-85.15,1
71592099999,ARCTIC BAY CS,2003-06-17,2024-01-06,null,CA,73,-85.0166666,10
71841099999,ARMSTRONG (AUT)  ONT,1950-01-01,2024-01-06,null,CA,50.2833333,-88.9,323
71841499999,ARMSTRONG (MARS),1982-01-01,1983-07-21,null,CA,50.283,-88.9,322
72841099999,ARMSTRONG (MARS),1973-01-01,1977-06-30,null,CA,50.283,-88.9,322
71439399999,ARNES (AUTO8),1988-10-14,1995-06-05,null,CA,50.8,-96.883,221
71592599999,ARTIC BAY,2011-01-13,2024-01-06,null,CA,73,-85.0333333,22
71112199999,ASHCROFT,1955-07-02,1963-07-31,null,CA,50.7,-121.317,488
71681099999,ASHCROFT,2003-04-05,2024-01-06,null,CA,50.7,-121.2666666,327
71487099999,ASSINIBOIA AIRPORT  SASK,1991-09-11,2024-01-06,null,CA,49.7333333,-105.9333333,726
71271099999,ATHABASCA AGCM,1994-12-01,2024-01-06,null,CA,54.6333333,-113.3833333,635
71748399999,ATIKOKAN (AUT)    &,1988-12-08,1990-11-01,null,CA,48.767,-91.633,429
72748099999,ATIKOKAN (AUT)    &,1973-01-01,1977-06-30,null,CA,48.75,-91.617,391
71747099999,ATIKOKAN (AUT)  ONT,2001-09-16,2024-01-06,null,CA,48.75,-91.6166666,389
71986099999,ATLEE,1995-10-01,2024-01-06,null,CA,50.8,-111,795
69407099999,ATLIN,1978-10-26,1980-12-02,null,CA,59.5833333,-133.6666666,716
71287099999,ATMORE AGDM  ALTA,2004-08-24,2024-01-06,null,CA,54.7666666,-112.8166666,574
71974099999,AULVIK NATIONAL PARK,1996-11-01,2024-01-06,null,CA,74.13,-119.98,32
71843399999,AUPALUKA,2004-05-18,2024-01-06,null,CA,59.29667,-69.98339,36.9
71088199999,AXEL HEIBERG ISLAND,1961-08-20,1961-11-30,null,CA,78.2,-89.717,61
71981099999,AZURE,1994-12-01,2024-01-06,null,CA,50.5,-114,1143
74143099999,BACHELORS IL (AUT),1973-01-01,1977-06-30,null,CA,51.033,-95.667,256
71143099999,BACHELORS ISLAND MARINE  MAN,1977-07-01,1997-12-31,null,CA,51.75,-99.9,256
71804599999,BADGER,1977-07-01,1983-05-01,null,CA,48.967,-56.067,105
71400099999,BADGER (AUT)  NFLD,1981-10-01,2024-01-06,null,CA,48.9666666,-56.0666666,103
72804599999,BADGER (MARS),1973-01-01,1977-06-30,null,CA,48.967,-56.067,105
71727099999,BAGOTVILLE,1950-01-02,2024-01-06,null,CA,48.330555,-70.996391,159.1
72727099999,BAGOTVILLE(CAN-MIL),1973-01-01,1977-06-30,null,CA,48.333,-71,159
71829099999,BAIE COMEAU  QUE,1996-03-01,2024-01-06,null,CA,49.25,-68.1333333,130
71926099999,BAKER LAKE,1946-02-01,2024-01-06,null,CA,64.31667,-96,51
72926099999,BAKER LAKE AIRPORT,1973-01-01,1977-06-30,null,CA,64.3,-96,11
71926599999,BAKER LAKE AIRPORT,1979-01-31,1986-04-13,null,CA,64.3,-96,11
71356099999,BAKER LAKE CLIMATE  NU,2004-09-21,2024-01-06,null,CA,64.3166666,-96,51
72890599999,BALLENAS IL AUTO8 &,1973-01-01,1977-06-30,null,CA,49.25,-124.833,1
71294099999,BANCROFT AUTO  ONT,2001-09-16,2024-01-06,null,CA,45.0666666,-77.8666666,331
71433599999,BANCROFT AUTO8,2000-06-13,2008-12-31,null,CA,45.067,-77.867,331
71122499999,BANFF,1979-01-31,1979-01-31,null,CA,51.183,-115.567,1384
74122099999,BANFF,1973-01-01,1977-06-30,null,CA,51.183,-115.567,1384
71122699999,BANFF (MARS),1981-11-12,2008-12-31,null,CA,51.2,-115.55,1396
71122099999,BANFF CS,1955-07-02,2024-01-06,null,CA,51.2,-115.55,1397
71346099999,BARNWELL AGDM  ALTA,2004-05-10,2024-01-06,null,CA,49.8,-112.3,824
71007099999,BARONS AGCM,2007-11-24,2024-01-06,null,CA,50.0166666,-113.2166666,967
71820199999,BARRAGE ANGLIERS,1955-07-02,2007-10-16,null,CA,47.55,-79.23,267
71732099999,BARRAGE TEMISCAMINGUE,2001-07-05,2024-01-06,null,CA,46.7166666,-79.1,181
71061099999,BARRHEAD CS,1977-07-08,2024-01-06,null,CA,54.1,-114.45,648
71314099999,BARRIE-ORO,2004-09-21,2024-01-06,null,CA,44.48,-79.55,289
71717599999,BAS CARAQUET,1993-07-24,1995-06-05,null,CA,47.8,-64.833,5
71598099999,BAS CARAQUET  NB,2003-06-17,2024-01-06,null,CA,47.8,-64.8333333,5
71008099999,BASSANO AGCM,2007-11-24,2024-01-06,null,CA,50.8833333,-112.45,807
71717399999,BATHURST,1991-02-04,1997-07-20,null,CA,47.617,-65.75,59
71574099999,BATHURST,2004-08-03,2024-01-06,null,CA,47.629723,-65.738889,58.82
69398099999,BATHURST ISLAND   &,1979-07-21,1979-08-29,null,CA,75.717,-98.417,0
71076499999,BEARTOOTH ISL(MAPS),1990-09-07,1993-06-15,null,CA,59.217,-109.7,238
71134099999,BEARTOOTH ISLAND,1993-07-01,1997-12-31,null,CA,59.22,-109.7,238
71694099999,BEATRICE CLIMATE,2005-11-02,2024-01-06,null,CA,45.1333333,-79.4,297
71939199999,BEATTON RIVER,1955-07-02,1963-07-31,null,CA,57.383,-121.383,840
71323099999,BEAUCEVILLE  QUE,1994-07-28,2024-01-06,null,CA,46.2,-70.7833333,229
71036599999,BEAUHARNOIS,2004-09-21,2006-07-18,null,CA,45.317,-73.9,22
71578099999,BEAUPORT  QUE,2003-06-17,2024-01-06,null,CA,46.8333333,-71.1833333,10
71140699999,BEAUSEJOUR,1979-01-31,1979-01-31,null,CA,50.067,-96.517,274
74140599999,BEAUSEJOUR,1975-04-01,1977-06-30,null,CA,50.067,-96.517,274
