STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
99999914781,AYER,1945-03-01,1945-09-30,MA,US,42.567,-71.6,82
74491599999,BARNES MUNI,2000-01-01,2003-12-31,MA,US,42.15,-72.717,83
74491514775,BARNES MUNICIPAL AIRPORT,1973-01-05,2024-03-18,MA,US,42.16005,-72.71246,80.61
72506799999,BARNSTABLE MUNI BOA,1973-01-01,1997-12-31,MA,US,41.667,-70.267,17
74490014702,BEDFORD HANSCOM FIELD,1943-02-05,1992-12-31,MA,US,42.47,-71.289,40.5
74490099999,BEDFORD/HANSCOM AFB,1993-01-01,1997-05-19,MA,US,42.467,-71.283,41
72508899999,BEVERLY MUNI,1974-02-20,1997-12-31,MA,US,42.583,-70.917,33
72508854733,BEVERLY MUNICIPAL AIRPORT,2006-01-01,2024-03-18,MA,US,42.5841,-70.9153,27.63
99999914753,BLUE HILL OBSERVATORY,1998-10-01,1999-12-31,MA,US,42.2123,-71.1137,190.5
99727399999,BORDEN FLATS LIGHT,2008-01-01,2024-03-17,MA,US,41.7,-71.17,10
99497199999,BOSTON,2008-01-01,2024-03-17,null,US,42.355,-71.05,6
72505799999,BRANT POINT COAST GUARD STATION,1975-09-11,1996-07-01,MA,US,41.28,-70.08,8
72506794720,BRNSBL MUNI-BMAN/POL FD AP,2006-01-01,2024-03-18,MA,US,41.6719,-70.26972,11.35
72506999999,CHATHAM MUNI,1975-09-11,2005-12-31,MA,US,41.683,-69.983,21
72506994624,CHATHAM MUNICIPAL AIRPORT,2006-01-01,2024-03-18,MA,US,41.68778,-69.99318,18.49
74491099999,CHICOPEE FALLS/WEST,2000-01-01,2004-12-31,MA,US,42.2,-72.533,75
74490714753,EAST MILTON,2000-01-01,2024-01-01,MA,US,42.212,-71.114,193.5
99727999999,FALL RIVER,2008-01-01,2024-03-17,null,US,41.704,-71.164,4
72510799999,FITCHBURG MUNI,2000-01-01,2003-12-31,MA,US,42.554,-71.759,106
99999904780,FITCHBURG MUNICIPAL AP,1955-01-01,1959-12-31,MA,US,42.552,-71.756,106.1
72510704780,FITCHBURG MUNICIPAL ARP,1997-10-02,2024-03-18,MA,US,42.55495,-71.75699,102.3
74490504779,FORT DEVENS/AYER,1960-10-21,1993-02-01,MA,US,42.567,-71.6,82
72509014739,GEN E L LOGAN INTERNATIONAL AIRPORT,1943-11-21,2024-03-18,MA,US,42.36057,-71.00975,3.25
72509999999,GLOUCESTER COAST GUARD STATION,1975-09-11,1996-07-01,MA,US,42.58,-70.67,1
72507599999,HARRIMAN AND WEST,1973-01-01,1997-12-31,MA,US,42.696,-73.17,199
72507554768,HARRIMAN-AND-WEST AIRPORT,2006-01-01,2024-03-18,MA,US,42.69729,-73.1696,197.04
72505999999,LAURENCE G HANSCOM,1978-02-11,2005-12-31,MA,US,42.467,-71.283,42
72505999999,LAURENCE G HANSCOM,1978-02-11,2005-12-31,MA,US,42.467,-71.283,42
99999914702,LAURENCE G HANSCOM FLD APT,1998-09-02,2005-12-31,MA,US,42.46811,-71.29463,38.97
72505914702,LAURENCE G HANSCOM FLD APT,2006-01-01,2024-03-18,MA,US,42.47,-71.28944,40.54
72505914702,LAURENCE G HANSCOM FLD APT,2006-01-01,2024-03-18,MA,US,42.47,-71.28944,40.54
74490499999,LAWRENCE MUNI,1979-01-22,1997-12-31,MA,US,42.717,-71.117,45
74490494723,LAWRENCE MUNICIPAL AIRPORT,2006-01-01,2024-03-17,MA,US,42.71249,-71.12558,41.48
72509499999,MARSHFIELD AIRPORT,1990-07-25,1996-01-17,MA,US,42.1,-70.683,3
72225664774,MARSHFIELD MUNICIPAL AIRPORT - GEORGE HARLOW FIELD,2005-12-19,2024-03-18,MA,US,42.09833,-70.67222,3.35
72506699999,MARTHAS VINEYARD,1973-01-01,1997-12-31,MA,US,41.4,-70.617,20
72506694724,MARTHAS VINEYARD AIRPORT,2006-01-01,2024-03-18,MA,US,41.39296,-70.61592,17.87
99999904769,MAYNARD,1958-10-01,1971-08-01,MA,US,42.417,-71.483,63.1
72507699999,MERRIMAC RIVER COAST GUARD STATI,1975-09-11,1983-10-11,null,US,42.82,-70.87,1
72506314756,NANTUCKET MEM,1990-03-14,1997-12-31,MA,US,41.253,-70.061,14.3
72506399999,NANTUCKET MEM,2000-01-01,2003-12-31,MA,US,41.25,-70.05,15
72506014756,NANTUCKET MEMORIAL AIRPORT,2012-08-01,2024-03-18,MA,US,41.25407,-70.05893,11.24
72506114756,NANTUCKET MEMORIAL AIRPORT	,1973-01-01,1990-02-19,MA,US,41.253,-70.061,14.3
72509714790,NAVAL AIR STATION,1973-01-01,1996-09-28,MA,US,42.15,-70.93333,49.07
