STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
99999903883,11 WEST OXMOOR RD,2002-09-02,2003-12-31,AL,US,33.46667,-86.83333,226.77
69841499999,319 MISSILE SQ,2001-03-20,2001-04-11,CO,US,40.5,-103.833,1880
72577199999,726710,1976-04-05,1978-03-14,WY,US,42.533,-110.117,2079
99725899999,9014098 - FORT GRATIOT  MI,2004-11-22,2024-01-06,null,US,43.01,-82.42,180.1
99726499999,9052030 - OSWEGO  NY,2004-11-22,2024-01-06,null,US,43.46,-76.51,78
99725499999,9063020 - BUFFALO  NY,2004-11-22,2024-01-06,null,US,42.88,-78.89,178.3
99726099999,9075014 - HARBOR BEACH  MI,2004-11-22,2024-01-06,null,US,43.85,-82.64,179.2
99725799999,9075099 - DE TOUR VILLAGE  MI,2004-11-22,2024-01-06,null,US,45.99,-83.9,179.6
99726699999,9076024 - ROCK CUT  MI,2004-11-22,2024-01-06,null,US,46.27,-84.19,179.6
99726199999,9087023 - LUDINGTON  MI,2004-11-22,2024-01-06,null,US,43.95,-86.44,179.4
99725599999,9087044 - CALUMET  IL,2004-11-22,2024-01-06,null,US,41.73,-87.54,179.4
99726599999,9099004 - POINT IROQUOIS  MI,2004-11-22,2024-01-06,null,US,46.49,-84.63,186.1
99726299999,9099018 - MARQUETTE C.G.  MI,2004-11-22,2024-01-06,null,US,46.55,-87.38,187.5
99725999999,9099090 - GRAND MARAIS  MN,2004-11-22,2024-01-06,null,US,47.75,-90.34,186.2
72249999999,A L MANGHAM JR RGNL,1992-02-26,1997-12-31,TX,US,31.578,-94.71,108
72249953948,A L MANGHAM JR RGNL ARPT,2006-01-01,2024-01-07,TX,US,31.57778,-94.70944,108.2
72058700184,ABBEVILLE CHRIS CRUSTA MEMORIAL AIRPORT,2009-01-01,2024-01-08,LA,US,29.976,-92.084,15.24
99999954933,ABERDEEN 35 WNW,2007-06-26,2024-01-07,SD,US,45.7115,-99.1296,596.49
99999914929,ABERDEEN MUNICIPAL ARPT,1948-01-01,1972-12-31,SD,US,45.443,-98.413,396.2
74002099999,ABERDEEN PROVING GROUNDS,1999-10-31,1999-10-31,MD,US,39.5,-76.1666666,5
72659014929,ABERDEEN REGIONAL AIRPORT,1973-01-01,2024-01-07,SD,US,45.44358,-98.41384,395.62
99999913910,ABILENE DYESS AAF,1971-01-01,1971-01-01,TX,US,32.433,-99.85,545.3
69019013910,ABILENE DYESS AFB,1943-12-01,1997-12-31,TX,US,32.433,-99.85,545.3
72266513910,ABILENE DYESS AFB,1973-01-01,1988-12-31,TX,US,32.433,-99.85,545.3
72266013962,ABILENE REGIONAL AIRPORT,1946-08-01,2024-01-07,TX,US,32.41063,-99.68208,544.78
72334899999,ABILENE(NEXRAD),1977-05-01,1981-08-12,TX,US,32.5333333,-99.25,462
72439093822,ABRAHAM LINCOLN CAPITAL AIRPORT,1973-01-01,2024-01-06,IL,US,39.84529,-89.68401,179.73
72228403892,ABRN-OPLKA R G PITTS ARPT,2006-01-01,2024-01-04,AL,US,32.61611,-85.43333,236.52
72231453915,ACADIANA REGIONAL AIRPORT,2006-01-01,2024-01-08,LA,US,30.02916,-91.88456,4.84
72402699999,ACCOMACK CO,1975-09-16,1997-12-31,VA,US,37.647,-75.761,14
72402603716,ACCOMACK COUNTY AIRPORT,2006-01-01,2024-01-07,VA,US,37.64667,-75.76083,14.33
99799099999,ACE BASIN RESERVE,2008-01-01,2024-01-06,SC,US,32.55,-80.45,5
99999923057,ACOMITA FAA AP,1948-07-01,1953-04-29,NM,US,35.05,-107.717,2007.1
72204499999,ADA MUNI,2004-03-19,2005-12-31,OK,US,34.8,-96.667,310
72204453930,ADA MUNICIPAL AIRPORT,2006-01-01,2024-01-07,OK,US,34.80417,-96.67111,309.68
70454099999,ADAK (NAS),2000-01-01,2003-12-31,AK,US,51.883,-176.65,5
99999925701,ADAK DAVIS AFB,1949-01-01,1950-07-01,AK,US,51.883,-176.65,4.9
70454025704,ADAK NAS,1942-10-30,2024-01-07,AK,US,51.88333,-176.65,5.18
72340313963,ADAMS FIELD AIRPORT,1990-02-28,2024-01-07,AR,US,34.72727,-92.2358,76.4
72045199999,ADDINGTON FLD,2016-11-10,2024-01-06,KY,US,37.686,-85.925028,236.22
72259899999,ADDISON,1974-02-01,1997-12-31,TX,US,32.967,-96.833,196
72259803970,ADDISON AIRPORT,2006-01-01,2024-01-07,TX,US,32.96861,-96.83639,196.29
72622894740,ADIRONDACK REGIONAL ARPT,2006-01-01,2024-01-08,NY,US,44.39279,-74.20288,505.57
72622899999,ADIRONDACK RGNL,1973-01-01,1997-12-28,NY,US,44.383,-74.2,507
72540404847,ADRIAN LENAWEE COUNTY ARPT,2006-01-01,2024-01-08,MI,US,41.86784,-84.07946,244.05
99999993825,ADVANCE 1 S,1948-01-01,1949-12-01,MO,US,37.1,-89.9,109.7
72407799999,AEROFLEX ANDOVER,1999-04-26,2005-12-31,NJ,US,41.017,-74.733,178
72407754779,AEROFLEX-ANDOVER AIRPORT,2006-01-01,2024-01-07,NJ,US,41.00928,-74.73633,176.78
72051699999,AFTON MUNI,2013-11-13,2024-01-06,WY,US,42.711247,-110.942164,1896.16
72446453916,AGRICULTURAL SCIENCE CENTER,2006-01-01,2024-01-07,MO,US,39.819848,-93.576951,231.01
72060100193,AIKEN MUNICIPAL AIRPORT,2009-01-05,2024-01-07,SC,US,33.65,-81.683,161.24
72555699999,AINSWORTH MUNICIPAL,1943-02-03,1997-12-31,NE,US,42.579,-100,789
72555694975,AINSWORTH MUNICIPAL ARPT,2006-01-01,2024-01-07,NE,US,42.57694,-100.00056,787.6
74531099999,AIR FORCE ACADEMY,2000-01-03,2004-12-30,CO,US,38.967,-104.817,1999
72429699999,AIRBORNE AIRPARK,2000-01-01,2003-12-31,OH,US,39.433,-83.8,328
72429613841,AIRBORNE AIRPARK AIRPORT,1943-08-01,2024-01-08,OH,US,39.43084,-83.777,324.93
72657399999,AIRLAKE,1993-01-12,1996-08-15,MN,US,44.633,-93.233,292
72656299999,AIRLAKE,1997-01-23,1997-12-31,MN,US,44.629,-93.228,293
72656204943,AIRLAKE AIRPORT,2006-01-01,2024-01-08,MN,US,44.62778,-93.22806,292.61
72750499999,AITKIN MUNI KURTZ FL,1992-08-07,1997-12-31,MN,US,46.55,-93.683,367
99999953168,AJO 29 S,2010-09-27,2014-06-01,AZ,US,31.9497,-112.8013,506.27
72280699999,AJO MUNI,1942-01-15,1946-01-20,AZ,US,32.450058,-112.867378,444.39
70268699999,AKIAK,2008-01-01,2008-12-31,AK,US,60.902889,-161.230583,9.14
99999994092,AKRON A 4 E,2009-06-15,2014-06-01,CO,US,40.1551,-103.1417,1384.4
99999914895,AKRON AKRON-CANTON AIRPORT,1948-07-01,1972-12-31,OH,US,40.917,-81.433,376.7
99999914813,AKRON FULTON INTERNATIONAL AP,1948-01-01,1948-07-01,OH,US,41.038,-81.464,335.6
72430399999,AKRON FULTON INTL,2000-01-01,2003-12-31,OH,US,41.033,-81.467,325
72430314813,AKRON FULTON INTL AIRPORT,1999-05-02,2024-01-08,OH,US,41.03732,-81.46341,318.13
99999914896,AKRON NAS,1952-01-01,1957-11-30,OH,US,41.033,-81.483,323.1
99999924015,AKRON WASHINGTON CO AP,1948-01-01,1955-01-01,CO,US,40.167,-103.217,1408.5
72521014895,AKRON-CANTON REGIONAL AIRPORT,1973-01-01,2024-01-08,OH,US,40.91811,-81.44342,368.76
72269399999,ALAMOGORDO WHITE SA,1987-01-17,1997-12-31,NM,US,32.833,-105.983,1280
72269393097,ALAMOGORDO-WHITE SANDS RGL AIRPORT,2006-01-01,2024-01-07,NM,US,32.83972,-105.99056,1280.16
99999923061,ALAMOSA ARPT,1948-01-01,1972-12-31,CO,US,37.439,-105.861,2298.5
72518499999,ALBANY (NEXRAD),2002-04-22,2002-04-22,NY,US,44.517,-73.167,131
99999914735,ALBANY COUNTY AP,1945-01-01,1972-12-31,NY,US,42.743,-73.809,89
72518014735,ALBANY INTERNATIONAL AIRPORT,1946-01-01,2024-01-08,NY,US,42.74722,-73.79913,85.42
72216099999,ALBANY MUNICIPAL,2000-01-01,2003-12-31,GA,US,31.533,-84.183,59
99999913869,ALBANY MUNICIPAL AP,1948-01-01,1955-01-01,GA,US,31.536,-84.194,58.8
99999913815,ALBANY NAVAL AIR STN,1972-01-01,1972-12-31,GA,US,31.583,-84.117,66.1
72306993753,ALBERT J ELLIS AIRPORT,2006-01-01,2024-01-08,NC,US,34.83333,-77.61667,29.26
72658999999,ALBERT LEA (AWOS),1986-03-31,1997-12-31,MN,US,43.683,-93.367,383
72658994968,ALBERT LEA MUNICIPAL ARPT,2006-01-01,2024-01-08,MN,US,43.68333,-93.36667,383.74
72208299999,ALBERTUS,2004-07-13,2005-12-31,IL,US,42.246,-89.582,262
72208204876,ALBERTUS AIRPORT,2006-01-01,2024-01-07,IL,US,42.24611,-89.58222,261.82
72344199999,ALBION MUNI,2004-08-24,2005-12-31,NE,US,41.733,-98.05,550
72344154921,ALBION MUNICIPAL AIRPORT,2006-01-01,2024-01-07,NE,US,41.73,-98.05444,548.34
72365023050,ALBUQUERQUE INTL SUNPORT AIRPORT,1941-07-01,2024-01-07,NM,US,35.04189,-106.61545,1618.4
99999923050,ALBUQUERQUE MUNICIPAL ARPT,1971-01-01,1972-12-31,NM,US,35.042,-106.616,1619.7
72365399999,ALBUQUERQUE RADAR,2010-05-12,2010-05-12,NM,US,35.1666667,-106.5666667,1621
99999923583,ALEKNAGIK 1 NNE,2019-10-09,2024-01-07,AK,US,59.284,-158.6145,24.38
72645204826,ALEXANDER FD S WOOD CO APT,2006-01-01,2024-01-07,WI,US,44.35904,-89.83695,309.36
72645299999,ALEXANDER FLD SOUTH,1997-01-23,1997-12-31,WI,US,44.367,-89.833,311
99822399999,ALEXANDRIA BAY,2011-09-16,2024-01-06,NY,US,44.3333333,-75.9333333,0
99455099999,ALEXANDRIA BAY  NY,1995-01-03,2008-12-31,null,US,44.33,-75.93,76.2
74754013934,ALEXANDRIA INT,1943-09-01,1997-12-31,LA,US,31.317,-92.55,27
74754099999,ALEXANDRIA INT,2000-01-01,2005-12-31,LA,US,31.317,-92.55,27
99999993915,ALEXANDRIA INTL AIRPORT,1999-07-02,2005-12-31,LA,US,31.335,-92.559,24.4
74754093915,ALEXANDRIA INTL AIRPORT,2006-01-01,2024-01-08,LA,US,31.33464,-92.55849,25.03
99999914910,ALEXANDRIA MUNICIPAL AP,1948-12-01,1955-01-01,MN,US,45.868,-95.394,436.2
99497299999,ALGOMA CITY MARINA,2008-01-01,2017-05-29,WI,US,44.6,-87.43,185
72545799999,ALGONA,1995-04-30,1997-12-31,IA,US,43.078,-94.272,372
72545704904,ALGONA MUNICIPAL AIRPORT,2006-01-01,2024-01-07,IA,US,43.07778,-94.27194,371.55
72251712932,ALICE INTERNATIONAL ARPT,1946-08-01,2024-01-07,TX,US,27.74131,-98.02507,51.95
